d(0, 0) = 0
d(30506, 30506) = 43141.9989338
d(30507, 30507) = 43143.4131473
d(30508, 30508) = 43144.8273609
d(30509, 30509) = 43146.2415744
d(30510, 30510) = 43147.655788
d(30511, 30511) = 43149.0700016
d(30512, 30512) = 43150.4842151
d(30513, 30513) = 43151.8984287
d(30514, 30514) = 43153.3126423
d(30515, 30515) = 43154.7268558
d(30516, 30516) = 43156.1410694
d(30517, 30517) = 43157.5552829
d(30518, 30518) = 43158.9694965
d(30519, 30519) = 43160.3837101
d(30520, 30520) = 43161.7979236
d(30521, 30521) = 43163.2121372
d(30522, 30522) = 43164.6263508
d(30523, 30523) = 43166.0405643
d(30524, 30524) = 43167.4547779
d(30525, 30525) = 43168.8689914
d(30526, 30526) = 43170.283205
d(30527, 30527) = 43171.6974186
d(30528, 30528) = 43173.1116321
d(30529, 30529) = 43174.5258457
d(30530, 30530) = 43175.9400593
d(30531, 30531) = 43177.3542728
d(30532, 30532) = 43178.7684864
d(30533, 30533) = 43180.1826999
d(30534, 30534) = 43181.5969135
d(30535, 30535) = 43183.0111271
d(30536, 30536) = 43184.4253406
d(30537, 30537) = 43185.8395542
d(30538, 30538) = 43187.2537677
d(30539, 30539) = 43188.6679813
d(30540, 30540) = 43190.0821949
d(30541, 30541) = 43191.4964084
d(30542, 30542) = 43192.910622
d(30543, 30543) = 43194.3248356
d(30544, 30544) = 43195.7390491
d(30545, 30545) = 43197.1532627
d(30546, 30546) = 43198.5674762
d(30547, 30547) = 43199.9816898
d(30548, 30548) = 43201.3959034
d(30549, 30549) = 43202.8101169
d(30550, 30550) = 43204.2243305
d(30551, 30551) = 43205.6385441
d(30552, 30552) = 43207.0527576
d(30553, 30553) = 43208.4669712
d(30554, 30554) = 43209.8811847
d(30555, 30555) = 43211.2953983
d(30556, 30556) = 43212.7096119
d(30557, 30557) = 43214.1238254
d(30558, 30558) = 43215.538039
d(30559, 30559) = 43216.9522526
d(30560, 30560) = 43218.3664661
d(30561, 30561) = 43219.7806797
d(30562, 30562) = 43221.1948932
d(30563, 30563) = 43222.6091068
d(30564, 30564) = 43224.0233204
d(30565, 30565) = 43225.4375339
d(30566, 30566) = 43226.8517475
d(30567, 30567) = 43228.2659611
d(30568, 30568) = 43229.6801746
d(30569, 30569) = 43231.0943882
d(30570, 30570) = 43232.5086017
d(30571, 30571) = 43233.9228153
d(30572, 30572) = 43235.3370289
d(30573, 30573) = 43236.7512424
d(30574, 30574) = 43238.165456
d(30575, 30575) = 43239.5796696
d(30576, 30576) = 43240.9938831
d(30577, 30577) = 43242.4080967
d(30578, 30578) = 43243.8223102
d(30579, 30579) = 43245.2365238
d(30580, 30580) = 43246.6507374
d(30581, 30581) = 43248.0649509
d(30582, 30582) = 43249.4791645
d(30583, 30583) = 43250.8933781
d(30584, 30584) = 43252.3075916
d(30585, 30585) = 43253.7218052
d(30586, 30586) = 43255.1360187
d(30587, 30587) = 43256.5502323
d(30588, 30588) = 43257.9644459
d(30589, 30589) = 43259.3786594
d(30590, 30590) = 43260.792873
d(30591, 30591) = 43262.2070866
d(30592, 30592) = 43263.6213001
d(30593, 30593) = 43265.0355137
d(30594, 30594) = 43266.4497272
d(30595, 30595) = 43267.8639408
d(30596, 30596) = 43269.2781544
d(30597, 30597) = 43270.6923679
d(30598, 30598) = 43272.1065815
d(30599, 30599) = 43273.5207951
d(30600, 30600) = 43274.9350086
d(30601, 30601) = 43276.3492222
d(30602, 30602) = 43277.7634357
d(30603, 30603) = 43279.1776493
d(30604, 30604) = 43280.5918629
d(30605, 30605) = 43282.0060764
d(30606, 30606) = 43283.42029
d(30607, 30607) = 43284.8345036
d(30608, 30608) = 43286.2487171
d(30609, 30609) = 43287.6629307
d(30610, 30610) = 43289.0771442
d(30611, 30611) = 43290.4913578
d(30612, 30612) = 43291.9055714
d(30613, 30613) = 43293.3197849
d(30614, 30614) = 43294.7339985
d(30615, 30615) = 43296.1482121
d(30616, 30616) = 43297.5624256
d(30617, 30617) = 43298.9766392
d(30618, 30618) = 43300.3908527
d(30619, 30619) = 43301.8050663
d(30620, 30620) = 43303.2192799
d(30621, 30621) = 43304.6334934
d(30622, 30622) = 43306.047707
d(30623, 30623) = 43307.4619206
d(30624, 30624) = 43308.8761341
d(30625, 30625) = 43310.2903477
d(30626, 30626) = 43311.7045612
d(30627, 30627) = 43313.1187748
d(30628, 30628) = 43314.5329884
d(30629, 30629) = 43315.9472019
d(30630, 30630) = 43317.3614155
d(30631, 30631) = 43318.7756291
d(30632, 30632) = 43320.1898426
d(30633, 30633) = 43321.6040562
d(30634, 30634) = 43323.0182697
d(30635, 30635) = 43324.4324833
d(30636, 30636) = 43325.8466969
d(30637, 30637) = 43327.2609104
d(30638, 30638) = 43328.675124
d(30639, 30639) = 43330.0893375
d(30640, 30640) = 43331.5035511
d(30641, 30641) = 43332.9177647
d(30642, 30642) = 43334.3319782
d(30643, 30643) = 43335.7461918
d(30644, 30644) = 43337.1604054
d(30645, 30645) = 43338.5746189
d(30646, 30646) = 43339.9888325
d(30647, 30647) = 43341.403046
d(30648, 30648) = 43342.8172596
d(30649, 30649) = 43344.2314732
d(30650, 30650) = 43345.6456867
d(30651, 30651) = 43347.0599003
d(30652, 30652) = 43348.4741139
d(30653, 30653) = 43349.8883274
d(30654, 30654) = 43351.302541
d(30655, 30655) = 43352.7167545
d(30656, 30656) = 43354.1309681
d(30657, 30657) = 43355.5451817
d(30658, 30658) = 43356.9593952
d(30659, 30659) = 43358.3736088
d(30660, 30660) = 43359.7878224
d(30661, 30661) = 43361.2020359
d(30662, 30662) = 43362.6162495
d(30663, 30663) = 43364.030463
d(30664, 30664) = 43365.4446766
d(30665, 30665) = 43366.8588902
d(30666, 30666) = 43368.2731037
d(30667, 30667) = 43369.6873173
d(30668, 30668) = 43371.1015309
d(30669, 30669) = 43372.5157444
d(30670, 30670) = 43373.929958
d(30671, 30671) = 43375.3441715
d(30672, 30672) = 43376.7583851
d(30673, 30673) = 43378.1725987
d(30674, 30674) = 43379.5868122
d(30675, 30675) = 43381.0010258
d(30676, 30676) = 43382.4152394
d(30677, 30677) = 43383.8294529
d(30678, 30678) = 43385.2436665
d(30679, 30679) = 43386.65788
d(30680, 30680) = 43388.0720936
d(30681, 30681) = 43389.4863072
d(30682, 30682) = 43390.9005207
d(30683, 30683) = 43392.3147343
d(30684, 30684) = 43393.7289479
d(30685, 30685) = 43395.1431614
d(30686, 30686) = 43396.557375
d(30687, 30687) = 43397.9715885
d(30688, 30688) = 43399.3858021
d(30689, 30689) = 43400.8000157
d(30690, 30690) = 43402.2142292
d(30691, 30691) = 43403.6284428
d(30692, 30692) = 43405.0426564
d(30693, 30693) = 43406.4568699
d(30694, 30694) = 43407.8710835
d(30695, 30695) = 43409.285297
d(30696, 30696) = 43410.6995106
d(30697, 30697) = 43412.1137242
d(30698, 30698) = 43413.5279377
d(30699, 30699) = 43414.9421513
d(30700, 30700) = 43416.3563649
d(30701, 30701) = 43417.7705784
d(30702, 30702) = 43419.184792
d(30703, 30703) = 43420.5990055
d(30704, 30704) = 43422.0132191
d(30705, 30705) = 43423.4274327
d(30706, 30706) = 43424.8416462
d(30707, 30707) = 43426.2558598
d(30708, 30708) = 43427.6700734
d(30709, 30709) = 43429.0842869
d(30710, 30710) = 43430.4985005
d(30711, 30711) = 43431.912714
d(30712, 30712) = 43433.3269276
d(30713, 30713) = 43434.7411412
d(30714, 30714) = 43436.1553547
d(30715, 30715) = 43437.5695683
d(30716, 30716) = 43438.9837819
d(30717, 30717) = 43440.3979954
d(30718, 30718) = 43441.812209
d(30719, 30719) = 43443.2264225
d(30720, 30720) = 43444.6406361
d(30721, 30721) = 43446.0548497
d(30722, 30722) = 43447.4690632
d(30723, 30723) = 43448.8832768
d(30724, 30724) = 43450.2974904
d(30725, 30725) = 43451.7117039
d(30726, 30726) = 43453.1259175
d(30727, 30727) = 43454.540131
d(30728, 30728) = 43455.9543446
d(30729, 30729) = 43457.3685582
d(30730, 30730) = 43458.7827717
d(30731, 30731) = 43460.1969853
d(30732, 30732) = 43461.6111988
d(30733, 30733) = 43463.0254124
d(30734, 30734) = 43464.439626
d(30735, 30735) = 43465.8538395
d(30736, 30736) = 43467.2680531
d(30737, 30737) = 43468.6822667
d(30738, 30738) = 43470.0964802
d(30739, 30739) = 43471.5106938
d(30740, 30740) = 43472.9249073
d(30741, 30741) = 43474.3391209
d(30742, 30742) = 43475.7533345
d(30743, 30743) = 43477.167548
d(30744, 30744) = 43478.5817616
d(30745, 30745) = 43479.9959752
d(30746, 30746) = 43481.4101887
d(30747, 30747) = 43482.8244023
d(30748, 30748) = 43484.2386158
d(30749, 30749) = 43485.6528294
d(30750, 30750) = 43487.067043
d(30751, 30751) = 43488.4812565
d(30752, 30752) = 43489.8954701
d(30753, 30753) = 43491.3096837
d(30754, 30754) = 43492.7238972
d(30755, 30755) = 43494.1381108
d(30756, 30756) = 43495.5523243
d(30757, 30757) = 43496.9665379
d(30758, 30758) = 43498.3807515
d(30759, 30759) = 43499.794965
d(30760, 30760) = 43501.2091786
d(30761, 30761) = 43502.6233922
d(30762, 30762) = 43504.0376057
d(30763, 30763) = 43505.4518193
d(30764, 30764) = 43506.8660328
d(30765, 30765) = 43508.2802464
d(30766, 30766) = 43509.69446
d(30767, 30767) = 43511.1086735
d(30768, 30768) = 43512.5228871
d(30769, 30769) = 43513.9371007
d(30770, 30770) = 43515.3513142
d(30771, 30771) = 43516.7655278
d(30772, 30772) = 43518.1797413
d(30773, 30773) = 43519.5939549
d(30774, 30774) = 43521.0081685
d(30775, 30775) = 43522.422382
d(30776, 30776) = 43523.8365956
d(30777, 30777) = 43525.2508092
d(30778, 30778) = 43526.6650227
d(30779, 30779) = 43528.0792363
d(30780, 30780) = 43529.4934498
d(30781, 30781) = 43530.9076634
d(30782, 30782) = 43532.321877
d(30783, 30783) = 43533.7360905
d(30784, 30784) = 43535.1503041
d(30785, 30785) = 43536.5645177
d(30786, 30786) = 43537.9787312
d(30787, 30787) = 43539.3929448
d(30788, 30788) = 43540.8071583
d(30789, 30789) = 43542.2213719
d(30790, 30790) = 43543.6355855
d(30791, 30791) = 43545.049799
d(30792, 30792) = 43546.4640126
d(30793, 30793) = 43547.8782262
d(30794, 30794) = 43549.2924397
d(30795, 30795) = 43550.7066533
d(30796, 30796) = 43552.1208668
d(30797, 30797) = 43553.5350804
d(30798, 30798) = 43554.949294
d(30799, 30799) = 43556.3635075
d(30800, 30800) = 43557.7777211
d(30801, 30801) = 43559.1919347
d(30802, 30802) = 43560.6061482
d(30803, 30803) = 43562.0203618
d(30804, 30804) = 43563.4345753
d(30805, 30805) = 43564.8487889
d(30806, 30806) = 43566.2630025
d(30807, 30807) = 43567.677216
d(30808, 30808) = 43569.0914296
d(30809, 30809) = 43570.5056432
d(30810, 30810) = 43571.9198567
d(30811, 30811) = 43573.3340703
d(30812, 30812) = 43574.7482838
d(30813, 30813) = 43576.1624974
d(30814, 30814) = 43577.576711
d(30815, 30815) = 43578.9909245
d(30816, 30816) = 43580.4051381
d(30817, 30817) = 43581.8193517
d(30818, 30818) = 43583.2335652
d(30819, 30819) = 43584.6477788
d(30820, 30820) = 43586.0619923
d(30821, 30821) = 43587.4762059
d(30822, 30822) = 43588.8904195
d(30823, 30823) = 43590.304633
d(30824, 30824) = 43591.7188466
d(30825, 30825) = 43593.1330602
d(30826, 30826) = 43594.5472737
d(30827, 30827) = 43595.9614873
d(30828, 30828) = 43597.3757008
d(30829, 30829) = 43598.7899144
d(30830, 30830) = 43600.204128
d(30831, 30831) = 43601.6183415
d(30832, 30832) = 43603.0325551
d(30833, 30833) = 43604.4467686
d(30834, 30834) = 43605.8609822
d(30835, 30835) = 43607.2751958
d(30836, 30836) = 43608.6894093
d(30837, 30837) = 43610.1036229
d(30838, 30838) = 43611.5178365
d(30839, 30839) = 43612.93205
d(30840, 30840) = 43614.3462636
d(30841, 30841) = 43615.7604771
d(30842, 30842) = 43617.1746907
d(30843, 30843) = 43618.5889043
d(30844, 30844) = 43620.0031178
d(30845, 30845) = 43621.4173314
d(30846, 30846) = 43622.831545
d(30847, 30847) = 43624.2457585
d(30848, 30848) = 43625.6599721
d(30849, 30849) = 43627.0741856
d(30850, 30850) = 43628.4883992
d(30851, 30851) = 43629.9026128
d(30852, 30852) = 43631.3168263
d(30853, 30853) = 43632.7310399
d(30854, 30854) = 43634.1452535
d(30855, 30855) = 43635.559467
d(30856, 30856) = 43636.9736806
d(30857, 30857) = 43638.3878941
d(30858, 30858) = 43639.8021077
d(30859, 30859) = 43641.2163213
d(30860, 30860) = 43642.6305348
d(30861, 30861) = 43644.0447484
d(30862, 30862) = 43645.458962
d(30863, 30863) = 43646.8731755
d(30864, 30864) = 43648.2873891
d(30865, 30865) = 43649.7016026
d(30866, 30866) = 43651.1158162
d(30867, 30867) = 43652.5300298
d(30868, 30868) = 43653.9442433
d(30869, 30869) = 43655.3584569
d(30870, 30870) = 43656.7726705
d(30871, 30871) = 43658.186884
d(30872, 30872) = 43659.6010976
d(30873, 30873) = 43661.0153111
d(30874, 30874) = 43662.4295247
d(30875, 30875) = 43663.8437383
d(30876, 30876) = 43665.2579518
d(30877, 30877) = 43666.6721654
d(30878, 30878) = 43668.086379
d(30879, 30879) = 43669.5005925
d(30880, 30880) = 43670.9148061
d(30881, 30881) = 43672.3290196
d(30882, 30882) = 43673.7432332
d(30883, 30883) = 43675.1574468
d(30884, 30884) = 43676.5716603
d(30885, 30885) = 43677.9858739
d(30886, 30886) = 43679.4000875
d(30887, 30887) = 43680.814301
d(30888, 30888) = 43682.2285146
d(30889, 30889) = 43683.6427281
d(30890, 30890) = 43685.0569417
d(30891, 30891) = 43686.4711553
d(30892, 30892) = 43687.8853688
d(30893, 30893) = 43689.2995824
d(30894, 30894) = 43690.713796
d(30895, 30895) = 43692.1280095
d(30896, 30896) = 43693.5422231
d(30897, 30897) = 43694.9564366
d(30898, 30898) = 43696.3706502
d(30899, 30899) = 43697.7848638
d(30900, 30900) = 43699.1990773
d(30901, 30901) = 43700.6132909
d(30902, 30902) = 43702.0275045
d(30903, 30903) = 43703.441718
d(30904, 30904) = 43704.8559316
d(30905, 30905) = 43706.2701451
d(30906, 30906) = 43707.6843587
d(30907, 30907) = 43709.0985723
d(30908, 30908) = 43710.5127858
d(30909, 30909) = 43711.9269994
d(30910, 30910) = 43713.341213
d(30911, 30911) = 43714.7554265
d(30912, 30912) = 43716.1696401
d(30913, 30913) = 43717.5838536
d(30914, 30914) = 43718.9980672
d(30915, 30915) = 43720.4122808
d(30916, 30916) = 43721.8264943
d(30917, 30917) = 43723.2407079
d(30918, 30918) = 43724.6549215
d(30919, 30919) = 43726.069135
d(30920, 30920) = 43727.4833486
d(30921, 30921) = 43728.8975621
d(30922, 30922) = 43730.3117757
d(30923, 30923) = 43731.7259893
d(30924, 30924) = 43733.1402028
d(30925, 30925) = 43734.5544164
d(30926, 30926) = 43735.96863
d(30927, 30927) = 43737.3828435
d(30928, 30928) = 43738.7970571
d(30929, 30929) = 43740.2112706
d(30930, 30930) = 43741.6254842
d(30931, 30931) = 43743.0396978
d(30932, 30932) = 43744.4539113
d(30933, 30933) = 43745.8681249
d(30934, 30934) = 43747.2823384
d(30935, 30935) = 43748.696552
d(30936, 30936) = 43750.1107656
d(30937, 30937) = 43751.5249791
d(30938, 30938) = 43752.9391927
d(30939, 30939) = 43754.3534063
d(30940, 30940) = 43755.7676198
d(30941, 30941) = 43757.1818334
d(30942, 30942) = 43758.5960469
d(30943, 30943) = 43760.0102605
d(30944, 30944) = 43761.4244741
d(30945, 30945) = 43762.8386876
d(30946, 30946) = 43764.2529012
d(30947, 30947) = 43765.6671148
d(30948, 30948) = 43767.0813283
d(30949, 30949) = 43768.4955419
d(30950, 30950) = 43769.9097554
d(30951, 30951) = 43771.323969
d(30952, 30952) = 43772.7381826
d(30953, 30953) = 43774.1523961
d(30954, 30954) = 43775.5666097
d(30955, 30955) = 43776.9808233
d(30956, 30956) = 43778.3950368
d(30957, 30957) = 43779.8092504
d(30958, 30958) = 43781.2234639
d(30959, 30959) = 43782.6376775
d(30960, 30960) = 43784.0518911
d(30961, 30961) = 43785.4661046
d(30962, 30962) = 43786.8803182
d(30963, 30963) = 43788.2945318
d(30964, 30964) = 43789.7087453
d(30965, 30965) = 43791.1229589
d(30966, 30966) = 43792.5371724
d(30967, 30967) = 43793.951386
d(30968, 30968) = 43795.3655996
d(30969, 30969) = 43796.7798131
d(30970, 30970) = 43798.1940267
d(30971, 30971) = 43799.6082403
d(30972, 30972) = 43801.0224538
d(30973, 30973) = 43802.4366674
d(30974, 30974) = 43803.8508809
d(30975, 30975) = 43805.2650945
d(30976, 30976) = 43806.6793081
d(30977, 30977) = 43808.0935216
d(30978, 30978) = 43809.5077352
d(30979, 30979) = 43810.9219488
d(30980, 30980) = 43812.3361623
d(30981, 30981) = 43813.7503759
d(30982, 30982) = 43815.1645894
d(30983, 30983) = 43816.578803
d(30984, 30984) = 43817.9930166
d(30985, 30985) = 43819.4072301
d(30986, 30986) = 43820.8214437
d(30987, 30987) = 43822.2356573
d(30988, 30988) = 43823.6498708
d(30989, 30989) = 43825.0640844
d(30990, 30990) = 43826.4782979
d(30991, 30991) = 43827.8925115
d(30992, 30992) = 43829.3067251
d(30993, 30993) = 43830.7209386
d(30994, 30994) = 43832.1351522
d(30995, 30995) = 43833.5493658
d(30996, 30996) = 43834.9635793
d(30997, 30997) = 43836.3777929
d(30998, 30998) = 43837.7920064
d(30999, 30999) = 43839.20622
d(31000, 31000) = 43840.6204336
d(31001, 31001) = 43842.0346471
d(31002, 31002) = 43843.4488607
d(31003, 31003) = 43844.8630743
d(31004, 31004) = 43846.2772878
d(31005, 31005) = 43847.6915014
d(31006, 31006) = 43849.1057149
d(31007, 31007) = 43850.5199285
d(31008, 31008) = 43851.9341421
d(31009, 31009) = 43853.3483556
d(31010, 31010) = 43854.7625692
d(31011, 31011) = 43856.1767828
d(31012, 31012) = 43857.5909963
d(31013, 31013) = 43859.0052099
d(31014, 31014) = 43860.4194234
d(31015, 31015) = 43861.833637
d(31016, 31016) = 43863.2478506
d(31017, 31017) = 43864.6620641
d(31018, 31018) = 43866.0762777
d(31019, 31019) = 43867.4904913
d(31020, 31020) = 43868.9047048
d(31021, 31021) = 43870.3189184
d(31022, 31022) = 43871.7331319
d(31023, 31023) = 43873.1473455
d(31024, 31024) = 43874.5615591
d(31025, 31025) = 43875.9757726
d(31026, 31026) = 43877.3899862
d(31027, 31027) = 43878.8041998
d(31028, 31028) = 43880.2184133
d(31029, 31029) = 43881.6326269
d(31030, 31030) = 43883.0468404
d(31031, 31031) = 43884.461054
d(31032, 31032) = 43885.8752676
d(31033, 31033) = 43887.2894811
d(31034, 31034) = 43888.7036947
d(31035, 31035) = 43890.1179082
d(31036, 31036) = 43891.5321218
d(31037, 31037) = 43892.9463354
d(31038, 31038) = 43894.3605489
d(31039, 31039) = 43895.7747625
d(31040, 31040) = 43897.1889761
d(31041, 31041) = 43898.6031896
d(31042, 31042) = 43900.0174032
d(31043, 31043) = 43901.4316167
d(31044, 31044) = 43902.8458303
d(31045, 31045) = 43904.2600439
d(31046, 31046) = 43905.6742574
d(31047, 31047) = 43907.088471
d(31048, 31048) = 43908.5026846
d(31049, 31049) = 43909.9168981
d(31050, 31050) = 43911.3311117
d(31051, 31051) = 43912.7453252
d(31052, 31052) = 43914.1595388
d(31053, 31053) = 43915.5737524
d(31054, 31054) = 43916.9879659
d(31055, 31055) = 43918.4021795
d(31056, 31056) = 43919.8163931
d(31057, 31057) = 43921.2306066
d(31058, 31058) = 43922.6448202
d(31059, 31059) = 43924.0590337
d(31060, 31060) = 43925.4732473
d(31061, 31061) = 43926.8874609
d(31062, 31062) = 43928.3016744
d(31063, 31063) = 43929.715888
d(31064, 31064) = 43931.1301016
d(31065, 31065) = 43932.5443151
d(31066, 31066) = 43933.9585287
d(31067, 31067) = 43935.3727422
d(31068, 31068) = 43936.7869558
d(31069, 31069) = 43938.2011694
d(31070, 31070) = 43939.6153829
d(31071, 31071) = 43941.0295965
d(31072, 31072) = 43942.4438101
d(31073, 31073) = 43943.8580236
d(31074, 31074) = 43945.2722372
d(31075, 31075) = 43946.6864507
d(31076, 31076) = 43948.1006643
d(31077, 31077) = 43949.5148779
d(31078, 31078) = 43950.9290914
d(31079, 31079) = 43952.343305
d(31080, 31080) = 43953.7575186
d(31081, 31081) = 43955.1717321
d(31082, 31082) = 43956.5859457
d(31083, 31083) = 43958.0001592
d(31084, 31084) = 43959.4143728
d(31085, 31085) = 43960.8285864
d(31086, 31086) = 43962.2427999
d(31087, 31087) = 43963.6570135
d(31088, 31088) = 43965.0712271
d(31089, 31089) = 43966.4854406
d(31090, 31090) = 43967.8996542
d(31091, 31091) = 43969.3138677
d(31092, 31092) = 43970.7280813
d(31093, 31093) = 43972.1422949
